Ten_Huyen,date,temperature_2m,relative_humidity_2m,wind_speed_10m,cloud_cover,rain
Ba Dinh,2025-10-09 00:00:00+07:00,24.963001,94.0,1.835647,9.0,0.0
Ba Dinh,2025-10-09 01:00:00+07:00,24.813,96.0,1.2979984,0.0,0.0
Ba Dinh,2025-10-09 02:00:00+07:00,24.163,99.0,1.835647,46.0,0.0
Ba Dinh,2025-10-09 03:00:00+07:00,23.763,99.0,2.7416782,65.0,0.0
Ba Dinh,2025-10-09 04:00:00+07:00,23.563,100.0,2.9024127,66.0,0.0
Ba Dinh,2025-10-09 05:00:00+07:00,23.513,100.0,2.968636,67.0,0.0
Ba Dinh,2025-10-09 06:00:00+07:00,23.463001,100.0,3.319036,75.0,0.0
Ba Dinh,2025-10-09 07:00:00+07:00,24.663,98.0,3.4152596,75.0,0.0
Ba Dinh,2025-10-09 08:00:00+07:00,26.613,92.0,6.1305785,52.0,0.0
Ba Dinh,2025-10-09 09:00:00+07:00,28.213001,84.0,5.6920996,63.0,0.0
Ba Dinh,2025-10-09 10:00:00+07:00,29.363,78.0,5.7599998,53.0,0.0
Ba Dinh,2025-10-09 11:00:00+07:00,30.263,71.0,5.4833565,70.0,0.0
Ba Dinh,2025-10-09 12:00:00+07:00,31.063,66.0,5.1165614,54.0,0.0
Ba Dinh,2025-10-09 13:00:00+07:00,31.913,61.0,5.315336,23.0,0.0
Ba Dinh,2025-10-09 14:00:00+07:00,31.863,60.0,6.489992,77.0,0.0
Ba Dinh,2025-10-09 15:00:00+07:00,31.463001,60.0,8.049845,46.0,0.0
Ba Dinh,2025-10-09 16:00:00+07:00,31.013,62.0,8.161764,13.0,0.0
Ba Dinh,2025-10-09 17:00:00+07:00,30.063,67.0,7.491114,0.0,0.0
Ba Dinh,2025-10-09 18:00:00+07:00,28.363,75.0,9.339208,16.0,0.0
Ba Dinh,2025-10-09 19:00:00+07:00,27.913,80.0,7.8954163,18.0,0.0
Ba Dinh,2025-10-09 20:00:00+07:00,27.213001,84.0,5.937272,0.0,0.0
Ba Dinh,2025-10-09 21:00:00+07:00,26.813,85.0,4.5536795,11.0,0.0
Ba Dinh,2025-10-09 22:00:00+07:00,26.313,87.0,3.5455887,24.0,0.0
Ba Dinh,2025-10-09 23:00:00+07:00,25.813,89.0,3.096837,10.0,0.0
Ba Dinh,2025-10-10 00:00:00+07:00,25.363,91.0,2.8116899,3.0,0.0
Ba Dinh,2025-10-10 01:00:00+07:00,25.113,94.0,2.5959969,0.0,0.0
Ba Dinh,2025-10-10 02:00:00+07:00,24.763,95.0,2.3051248,0.0,0.0
Ba Dinh,2025-10-10 03:00:00+07:00,24.513,96.0,1.8,18.0,0.0
Ba Dinh,2025-10-10 04:00:00+07:00,24.263,97.0,1.5273507,47.0,0.0
Ba Dinh,2025-10-10 05:00:00+07:00,24.063,99.0,1.08,66.0,0.0
Ba Dinh,2025-10-10 06:00:00+07:00,23.863,100.0,1.2979984,77.0,0.0
Ba Dinh,2025-10-10 07:00:00+07:00,24.813,99.0,1.484318,78.0,0.0
Ba Dinh,2025-10-10 08:00:00+07:00,26.563,92.0,1.609969,70.0,0.0
Ba Dinh,2025-10-10 09:00:00+07:00,28.063,85.0,2.1897945,52.0,0.0
Ba Dinh,2025-10-10 10:00:00+07:00,29.563,77.0,2.6208394,44.0,0.0
Ba Dinh,2025-10-10 11:00:00+07:00,30.713001,68.0,2.968636,43.0,0.0
Ba Dinh,2025-10-10 12:00:00+07:00,31.463001,64.0,3.6179552,43.0,0.0
Ba Dinh,2025-10-10 13:00:00+07:00,31.963001,62.0,2.7416782,37.0,0.0
Ba Dinh,2025-10-10 14:00:00+07:00,32.263,60.0,3.6179552,35.0,0.0
Ba Dinh,2025-10-10 15:00:00+07:00,32.313,60.0,4.379589,29.0,0.0
Ba Dinh,2025-10-10 16:00:00+07:00,31.863,59.0,5.4833565,28.0,0.0
Ba Dinh,2025-10-10 17:00:00+07:00,30.813,64.0,5.315336,3.0,0.0
Ba Dinh,2025-10-10 18:00:00+07:00,29.113,72.0,5.6002855,0.0,0.0
Ba Dinh,2025-10-10 19:00:00+07:00,28.363,75.0,4.510787,0.0,0.0
Ba Dinh,2025-10-10 20:00:00+07:00,27.613,78.0,5.991594,0.0,0.0
Ba Dinh,2025-10-10 21:00:00+07:00,26.913,81.0,8.209263,14.0,0.0
Ba Dinh,2025-10-10 22:00:00+07:00,26.363,85.0,8.0899935,27.0,0.0
Ba Dinh,2025-10-10 23:00:00+07:00,25.913,88.0,7.2,0.0,0.0
Ba Dinh,2025-10-11 00:00:00+07:00,25.513,90.0,6.3690495,0.0,0.0
Ba Dinh,2025-10-11 01:00:00+07:00,25.613,91.0,3.319036,31.0,0.0
Ba Dinh,2025-10-11 02:00:00+07:00,25.363,92.0,2.5959969,0.0,0.0
Ba Dinh,2025-10-11 03:00:00+07:00,25.113,93.0,2.968636,0.0,0.0
Ba Dinh,2025-10-11 04:00:00+07:00,24.863,95.0,2.968636,0.0,0.0
Ba Dinh,2025-10-11 05:00:00+07:00,24.663,96.0,2.7416782,11.0,0.0
Ba Dinh,2025-10-11 06:00:00+07:00,24.613,97.0,3.563818,48.0,0.0
Ba Dinh,2025-10-11 07:00:00+07:00,25.563,96.0,4.8965297,73.0,0.0
Ba Dinh,2025-10-11 08:00:00+07:00,26.563,92.0,6.792466,82.0,0.0
Ba Dinh,2025-10-11 09:00:00+07:00,27.613,88.0,7.10031,100.0,0.0
Ba Dinh,2025-10-11 10:00:00+07:00,28.313,84.0,7.42159,100.0,0.0
Ba Dinh,2025-10-11 11:00:00+07:00,28.563,83.0,6.9527545,100.0,0.0
Ba Dinh,2025-10-11 12:00:00+07:00,28.763,83.0,6.28713,100.0,0.0
Ba Dinh,2025-10-11 13:00:00+07:00,29.963001,78.0,4.6800003,100.0,0.0
Ba Dinh,2025-10-11 14:00:00+07:00,30.113,77.0,5.4119864,100.0,0.0
Ba Dinh,2025-10-11 15:00:00+07:00,30.113,75.0,6.130579,100.0,0.0
Ba Dinh,2025-10-11 16:00:00+07:00,29.263,77.0,5.7599998,100.0,0.0
Ba Dinh,2025-10-11 17:00:00+07:00,28.613,80.0,4.896529,100.0,0.0
Ba Dinh,2025-10-11 18:00:00+07:00,27.663,84.0,4.829907,100.0,0.0
Ba Dinh,2025-10-11 19:00:00+07:00,27.363,88.0,4.6938252,100.0,0.0
Ba Dinh,2025-10-11 20:00:00+07:00,26.863,89.0,3.96,100.0,0.0
Ba Dinh,2025-10-11 21:00:00+07:00,26.613,89.0,2.8799999,100.0,0.0
Ba Dinh,2025-10-11 22:00:00+07:00,26.313,90.0,2.16,72.0,0.0
Ba Dinh,2025-10-11 23:00:00+07:00,26.113,90.0,1.484318,49.0,0.0
Ba Dinh,2025-10-12 00:00:00+07:00,25.813,91.0,1.1384199,45.0,0.0
Ba Dinh,2025-10-12 01:00:00+07:00,25.663,93.0,0.71999997,35.0,0.0
Ba Dinh,2025-10-12 02:00:00+07:00,25.363,94.0,1.0182338,20.0,0.0
Ba Dinh,2025-10-12 03:00:00+07:00,25.213001,94.0,0.8049845,12.0,0.0
Ba Dinh,2025-10-12 04:00:00+07:00,24.963001,96.0,1.2979984,29.0,0.0
Ba Dinh,2025-10-12 05:00:00+07:00,24.763,97.0,1.2979984,58.0,0.0
Ba Dinh,2025-10-12 06:00:00+07:00,24.563,98.0,1.1384199,72.0,0.0
Ba Dinh,2025-10-12 07:00:00+07:00,25.263,98.0,2.0991426,73.0,0.0
Ba Dinh,2025-10-12 08:00:00+07:00,26.813,91.0,3.7585104,52.0,0.0
Ba Dinh,2025-10-12 09:00:00+07:00,28.413,83.0,3.319036,53.0,0.0
Ba Dinh,2025-10-12 10:00:00+07:00,29.613,74.0,2.5455842,58.0,0.0
Ba Dinh,2025-10-12 11:00:00+07:00,30.463001,68.0,1.08,59.0,0.0
Ba Dinh,2025-10-12 12:00:00+07:00,31.263,64.0,0.8049845,34.0,0.0
Ba Dinh,2025-10-12 13:00:00+07:00,32.263,59.0,2.16,29.0,0.0
Ba Dinh,2025-10-12 14:00:00+07:00,32.413002,60.0,6.725354,40.0,0.0
Ba Dinh,2025-10-12 15:00:00+07:00,32.263,61.0,8.891344,30.0,0.0
Ba Dinh,2025-10-12 16:00:00+07:00,31.613,63.0,9.178235,30.0,0.0
Ba Dinh,2025-10-12 17:00:00+07:00,30.813,66.0,8.78872,3.0,0.0
Ba Dinh,2025-10-12 18:00:00+07:00,29.413,72.0,7.8954163,25.0,0.0
Ba Dinh,2025-10-12 19:00:00+07:00,28.563,80.0,6.193674,5.0,0.0
Ba Dinh,2025-10-12 20:00:00+07:00,27.913,83.0,6.6087217,14.0,0.0
Ba Dinh,2025-10-12 21:00:00+07:00,27.463001,85.0,7.491114,7.0,0.0
Ba Dinh,2025-10-12 22:00:00+07:00,27.013,88.0,7.9932966,11.0,0.0
Ba Dinh,2025-10-12 23:00:00+07:00,26.513,90.0,6.489992,0.0,0.0
Ba Dinh,2025-10-13 00:00:00+07:00,26.213001,92.0,5.1919937,0.0,0.0
Ba Dinh,2025-10-13 01:00:00+07:00,26.263,92.0,3.096837,9.0,0.0
Ba Dinh,2025-10-13 02:00:00+07:00,25.963001,93.0,2.9024127,31.0,0.0
Ba Dinh,2025-10-13 03:00:00+07:00,25.713001,94.0,5.6920996,72.0,0.0
Ba Dinh,2025-10-13 04:00:00+07:00,25.413,94.0,5.815978,55.0,0.0
Ba Dinh,2025-10-13 05:00:00+07:00,25.213001,96.0,3.0547013,46.0,0.0
Ba Dinh,2025-10-13 06:00:00+07:00,25.113,96.0,1.484318,41.0,0.0
Ba Dinh,2025-10-13 07:00:00+07:00,26.113,96.0,1.8,39.0,0.0
Ba Dinh,2025-10-13 08:00:00+07:00,27.413,91.0,2.0991426,60.0,0.0
Ba Dinh,2025-10-13 09:00:00+07:00,28.163,87.0,5.6920996,74.0,0.0
Ba Dinh,2025-10-13 10:00:00+07:00,28.913,84.0,4.5536795,67.0,0.0
Ba Dinh,2025-10-13 11:00:00+07:00,29.913,80.0,3.7064266,88.0,0.0
Ba Dinh,2025-10-13 12:00:00+07:00,30.663,75.0,4.802999,100.0,0.0
Ba Dinh,2025-10-13 13:00:00+07:00,29.913,77.0,4.198285,100.0,0.0
Ba Dinh,2025-10-13 14:00:00+07:00,29.063,82.0,6.1094027,100.0,0.0
Ba Dinh,2025-10-13 15:00:00+07:00,28.413,86.0,5.904439,100.0,0.0
Ba Dinh,2025-10-13 16:00:00+07:00,27.813,88.0,6.696387,100.0,0.0
Ba Dinh,2025-10-13 17:00:00+07:00,27.313,90.0,5.904439,100.0,0.0
Ba Dinh,2025-10-13 18:00:00+07:00,26.713001,92.0,5.1165614,100.0,0.0
Ba Dinh,2025-10-13 19:00:00+07:00,26.113,95.0,3.219938,100.0,0.0
Ba Dinh,2025-10-13 20:00:00+07:00,26.013,95.0,2.52,100.0,0.0
Ba Dinh,2025-10-13 21:00:00+07:00,25.863,96.0,2.1897945,100.0,0.0
Ba Dinh,2025-10-13 22:00:00+07:00,25.663,96.0,1.4399999,100.0,0.0
Ba Dinh,2025-10-13 23:00:00+07:00,25.513,96.0,1.4399999,100.0,0.0
Ba Dinh,2025-10-14 00:00:00+07:00,25.463001,95.0,1.1384199,100.0,0.0
Ba Dinh,2025-10-14 01:00:00+07:00,25.363,97.0,1.2979984,100.0,0.0
Ba Dinh,2025-10-14 02:00:00+07:00,25.213001,96.0,2.0991426,100.0,0.0
Ba Dinh,2025-10-14 03:00:00+07:00,25.063,97.0,3.0547013,100.0,0.0
Ba Dinh,2025-10-14 04:00:00+07:00,24.913,97.0,3.6,100.0,0.0
Ba Dinh,2025-10-14 05:00:00+07:00,24.813,96.0,3.219938,100.0,0.0
Ba Dinh,2025-10-14 06:00:00+07:00,24.763,96.0,2.9024127,100.0,0.0
Ba Dinh,2025-10-14 07:00:00+07:00,25.063,96.0,2.968636,100.0,0.0
Ba Dinh,2025-10-14 08:00:00+07:00,25.163,96.0,3.96,100.0,0.1
Ba Dinh,2025-10-14 09:00:00+07:00,25.513,94.0,5.0528407,99.0,0.0
Ba Dinh,2025-10-14 10:00:00+07:00,26.213001,90.0,5.8603754,100.0,0.0
Ba Dinh,2025-10-14 11:00:00+07:00,26.513,89.0,4.73506,100.0,0.0
Ba Dinh,2025-10-14 12:00:00+07:00,26.713001,90.0,4.198285,100.0,0.0
Ba Dinh,2025-10-14 13:00:00+07:00,26.763,90.0,4.3349743,100.0,0.0
Ba Dinh,2025-10-14 14:00:00+07:00,25.963001,92.0,5.8048253,100.0,0.0
Ba Dinh,2025-10-14 15:00:00+07:00,25.713001,92.0,4.0249224,100.0,0.0
Ba Dinh,2025-10-14 16:00:00+07:00,25.663,91.0,4.1046314,100.0,0.0
Ba Dinh,2025-10-14 17:00:00+07:00,25.263,91.0,2.9024127,100.0,0.0
Ba Dinh,2025-10-14 18:00:00+07:00,25.013,93.0,1.9386592,100.0,0.0
Ba Dinh,2025-10-14 19:00:00+07:00,25.513,94.0,1.609969,100.0,0.0
Ba Dinh,2025-10-14 20:00:00+07:00,25.463001,94.0,1.8,100.0,0.0
Ba Dinh,2025-10-14 21:00:00+07:00,25.363,94.0,2.0991426,100.0,0.0
Ba Dinh,2025-10-14 22:00:00+07:00,25.213001,94.0,1.9386592,100.0,0.0
Ba Dinh,2025-10-14 23:00:00+07:00,25.063,95.0,2.4149535,100.0,0.0
Ba Dinh,2025-10-15 00:00:00+07:00,24.863,95.0,2.5959969,100.0,0.0
Ba Dinh,2025-10-15 01:00:00+07:00,25.013,96.0,2.3051248,100.0,0.0
Ba Dinh,2025-10-15 02:00:00+07:00,24.813,96.0,2.8116899,100.0,0.0
Ba Dinh,2025-10-15 03:00:00+07:00,24.713001,96.0,3.219938,100.0,0.0
Ba Dinh,2025-10-15 04:00:00+07:00,24.613,96.0,3.4152596,100.0,0.0
Ba Dinh,2025-10-15 05:00:00+07:00,24.513,96.0,3.2599385,100.0,0.0
Ba Dinh,2025-10-15 06:00:00+07:00,24.413,97.0,2.4149535,100.0,0.0
Ba Dinh,2025-10-15 07:00:00+07:00,24.863,96.0,3.6179552,99.0,0.0
Ba Dinh,2025-10-15 08:00:00+07:00,25.313,95.0,4.379589,100.0,0.0
Ba Dinh,2025-10-15 09:00:00+07:00,25.963001,94.0,5.4477882,100.0,0.0
Ba Dinh,2025-10-15 10:00:00+07:00,26.713001,91.0,6.489992,100.0,0.0
Ba Dinh,2025-10-15 11:00:00+07:00,27.813,89.0,6.151683,100.0,0.0
Ba Dinh,2025-10-15 12:00:00+07:00,28.063,87.0,7.5942082,100.0,0.0
Ba Dinh,2025-10-15 13:00:00+07:00,28.563,83.0,6.0347,100.0,0.0
Ba Dinh,2025-10-15 14:00:00+07:00,28.363,83.0,7.5170207,100.0,0.0
Ba Dinh,2025-10-15 15:00:00+07:00,27.163,88.0,11.119281,100.0,0.0
Ba Dinh,2025-10-15 16:00:00+07:00,26.863,90.0,6.8777895,100.0,0.0
Ba Dinh,2025-10-15 17:00:00+07:00,26.563,93.0,7.386582,100.0,0.0
Ba Dinh,2025-10-15 18:00:00+07:00,25.863,93.0,6.8777895,100.0,0.0
Ba Dinh,2025-10-15 19:00:00+07:00,26.113,92.0,5.692099,100.0,0.0
Ba Dinh,2025-10-15 20:00:00+07:00,25.763,94.0,4.510787,100.0,0.0
Ba Dinh,2025-10-15 21:00:00+07:00,25.613,94.0,2.968636,97.0,0.0
Ba Dinh,2025-10-15 22:00:00+07:00,25.363,95.0,2.6208394,87.0,0.0
Ba Dinh,2025-10-15 23:00:00+07:00,25.313,94.0,0.8049845,100.0,0.0
Ba Dinh,2025-10-16 00:00:00+07:00,25.213001,94.0,0.8049845,100.0,0.0
Ba Dinh,2025-10-16 01:00:00+07:00,25.113,96.0,3.671294,85.0,0.0
Ba Dinh,2025-10-16 02:00:00+07:00,24.913,96.0,2.9024127,83.0,0.0
Ba Dinh,2025-10-16 03:00:00+07:00,24.663,96.0,2.5455842,84.0,0.0
Ba Dinh,2025-10-16 04:00:00+07:00,24.513,96.0,2.0991426,86.0,0.0
Ba Dinh,2025-10-16 05:00:00+07:00,24.463001,96.0,2.7416782,91.0,0.0
Ba Dinh,2025-10-16 06:00:00+07:00,24.513,96.0,3.2399998,100.0,0.0
Ba Dinh,2025-10-16 07:00:00+07:00,24.513,95.0,1.1384199,100.0,0.0
Ba Dinh,2025-10-16 08:00:00+07:00,25.363,90.0,1.1384199,100.0,0.0
Ba Dinh,2025-10-16 09:00:00+07:00,26.363,86.0,1.1384199,100.0,0.0
Ba Dinh,2025-10-16 10:00:00+07:00,27.413,83.0,1.5273507,100.0,0.0
Ba Dinh,2025-10-16 11:00:00+07:00,28.563,79.0,5.0142193,74.0,0.0
Ba Dinh,2025-10-16 12:00:00+07:00,29.413,76.0,6.638072,88.0,0.0
Ba Dinh,2025-10-16 13:00:00+07:00,29.813,75.0,3.6,66.0,0.0
Ba Dinh,2025-10-16 14:00:00+07:00,30.263,72.0,6.5693827,65.0,0.0
Ba Dinh,2025-10-16 15:00:00+07:00,29.863,74.0,6.519877,56.0,0.0
Ba Dinh,2025-10-16 16:00:00+07:00,29.713001,77.0,7.0911775,49.0,0.0
Ba Dinh,2025-10-16 17:00:00+07:00,28.763,79.0,5.8603754,67.0,0.0
Ba Dinh,2025-10-16 18:00:00+07:00,27.863,84.0,2.9024127,3.0,0.0
Ba Vi,2025-10-09 00:00:00+07:00,24.557,96.0,3.396233,46.0,0.0
Ba Vi,2025-10-09 01:00:00+07:00,24.307,98.0,3.0758414,52.0,0.0
Ba Vi,2025-10-09 02:00:00+07:00,23.807,99.0,2.968636,54.0,0.0
Ba Vi,2025-10-09 03:00:00+07:00,23.457,99.0,2.5455842,61.0,0.0
Ba Vi,2025-10-09 04:00:00+07:00,23.457,98.0,2.5455842,59.0,0.0
Ba Vi,2025-10-09 05:00:00+07:00,23.357,98.0,2.6208394,56.0,0.0
Ba Vi,2025-10-09 06:00:00+07:00,23.357,97.0,2.6208394,58.0,0.0
Ba Vi,2025-10-09 07:00:00+07:00,24.657,96.0,2.5455842,64.0,0.0
Ba Vi,2025-10-09 08:00:00+07:00,26.557,91.0,4.072935,79.0,0.0
Ba Vi,2025-10-09 09:00:00+07:00,27.907,85.0,4.6938257,49.0,0.0
Ba Vi,2025-10-09 10:00:00+07:00,29.057,76.0,4.3498964,58.0,0.0
Ba Vi,2025-10-09 11:00:00+07:00,29.857,71.0,4.1046314,69.0,0.0
Ba Vi,2025-10-09 12:00:00+07:00,30.657,66.0,4.8433046,62.0,0.0
Ba Vi,2025-10-09 13:00:00+07:00,31.457,61.0,5.4833565,68.0,0.0
Ba Vi,2025-10-09 14:00:00+07:00,31.657,61.0,6.379216,65.0,0.0
Ba Vi,2025-10-09 15:00:00+07:00,31.507,61.0,7.69592,50.0,0.0
Ba Vi,2025-10-09 16:00:00+07:00,31.107,62.0,8.350138,56.0,0.0
Ba Vi,2025-10-09 17:00:00+07:00,30.157,67.0,7.7879906,4.0,0.0
Ba Vi,2025-10-09 18:00:00+07:00,28.507,74.0,6.193674,4.0,0.0
Ba Vi,2025-10-09 19:00:00+07:00,27.907,78.0,4.452954,22.0,0.0
Ba Vi,2025-10-09 20:00:00+07:00,27.207,81.0,4.379589,13.0,0.0
Ba Vi,2025-10-09 21:00:00+07:00,26.607,84.0,3.6179552,0.0,0.0
Ba Vi,2025-10-09 22:00:00+07:00,25.907,88.0,3.0758414,11.0,0.0
Ba Vi,2025-10-09 23:00:00+07:00,25.257,91.0,2.5959969,15.0,0.0
Ba Vi,2025-10-10 00:00:00+07:00,24.657,94.0,2.3051248,32.0,0.0
Ba Vi,2025-10-10 01:00:00+07:00,24.057,98.0,2.3051248,50.0,0.0
Ba Vi,2025-10-10 02:00:00+07:00,23.607,99.0,2.0991426,61.0,0.0
Ba Vi,2025-10-10 03:00:00+07:00,23.307,100.0,1.609969,63.0,0.0
Ba Vi,2025-10-10 04:00:00+07:00,23.107,100.0,1.2979984,61.0,0.0
Ba Vi,2025-10-10 05:00:00+07:00,22.907,100.0,1.5273507,64.0,0.0
Ba Vi,2025-10-10 06:00:00+07:00,22.657,100.0,2.0364676,62.0,0.0
Ba Vi,2025-10-10 07:00:00+07:00,23.707,98.0,2.0991426,49.0,0.0
Ba Vi,2025-10-10 08:00:00+07:00,26.757,87.0,0.8049845,0.0,0.0
Ba Vi,2025-10-10 09:00:00+07:00,28.307,82.0,1.609969,49.0,0.0
Ba Vi,2025-10-10 10:00:00+07:00,29.507,77.0,2.5959969,57.0,0.0
Ba Vi,2025-10-10 11:00:00+07:00,30.607,68.0,3.219938,48.0,0.0
Ba Vi,2025-10-10 12:00:00+07:00,31.357,64.0,4.829907,39.0,0.0
Ba Vi,2025-10-10 13:00:00+07:00,32.007,59.0,4.8965297,46.0,0.0
Ba Vi,2025-10-10 14:00:00+07:00,32.257,59.0,6.638072,55.0,0.0
Ba Vi,2025-10-10 15:00:00+07:00,31.957,59.0,7.928178,29.0,0.0
Ba Vi,2025-10-10 16:00:00+07:00,31.407,61.0,9.346143,12.0,0.0
Ba Vi,2025-10-10 17:00:00+07:00,30.457,66.0,8.049845,0.0,0.0
Ba Vi,2025-10-10 18:00:00+07:00,28.757,73.0,5.6233797,0.0,0.0
Ba Vi,2025-10-10 19:00:00+07:00,28.007,76.0,4.2136917,0.0,0.0
Ba Vi,2025-10-10 20:00:00+07:00,27.207,80.0,3.6,0.0,0.0
Ba Vi,2025-10-10 21:00:00+07:00,26.557,83.0,3.6,0.0,0.0
Ba Vi,2025-10-10 22:00:00+07:00,26.057,85.0,3.2399998,13.0,0.0
Ba Vi,2025-10-10 23:00:00+07:00,25.707,86.0,3.319036,11.0,0.0
Ba Vi,2025-10-11 00:00:00+07:00,25.357,88.0,2.52,11.0,0.0
Ba Vi,2025-10-11 01:00:00+07:00,25.057,92.0,1.8,34.0,0.0
Ba Vi,2025-10-11 02:00:00+07:00,24.657,94.0,1.4399999,35.0,0.0
Ba Vi,2025-10-11 03:00:00+07:00,24.207,97.0,1.0182338,56.0,0.0
Ba Vi,2025-10-11 04:00:00+07:00,24.257,96.0,0.8049845,61.0,0.0
Ba Vi,2025-10-11 05:00:00+07:00,24.357,95.0,0.35999998,48.0,0.0
Ba Vi,2025-10-11 06:00:00+07:00,24.507,94.0,1.08,43.0,0.0
Ba Vi,2025-10-11 07:00:00+07:00,25.407,94.0,1.08,56.0,0.0
Ba Vi,2025-10-11 08:00:00+07:00,26.757,90.0,2.8799999,66.0,0.0
Ba Vi,2025-10-11 09:00:00+07:00,27.557,87.0,5.4119864,78.0,0.0
Ba Vi,2025-10-11 10:00:00+07:00,28.307,84.0,4.68,76.0,0.0
Ba Vi,2025-10-11 11:00:00+07:00,28.957,80.0,4.1046314,84.0,0.0
Ba Vi,2025-10-11 12:00:00+07:00,29.407,79.0,3.4152596,72.0,0.0
Ba Vi,2025-10-11 13:00:00+07:00,30.457,74.0,6.638072,100.0,0.0
Ba Vi,2025-10-11 14:00:00+07:00,29.657,77.0,9.178235,100.0,0.0
Ba Vi,2025-10-11 15:00:00+07:00,28.857,81.0,6.489992,100.0,0.0
Ba Vi,2025-10-11 16:00:00+07:00,28.907,79.0,5.6002855,100.0,0.0
Ba Vi,2025-10-11 17:00:00+07:00,28.557,80.0,5.1919937,100.0,0.0
Ba Vi,2025-10-11 18:00:00+07:00,27.707,85.0,4.0249224,100.0,0.0
Ba Vi,2025-10-11 19:00:00+07:00,27.457,88.0,4.198285,100.0,0.0
Ba Vi,2025-10-11 20:00:00+07:00,27.057,89.0,4.0249224,100.0,0.0
Ba Vi,2025-10-11 21:00:00+07:00,26.757,90.0,3.7585104,100.0,0.0
Ba Vi,2025-10-11 22:00:00+07:00,26.407,92.0,2.9024127,100.0,0.0
Ba Vi,2025-10-11 23:00:00+07:00,26.007,93.0,2.16,100.0,0.0
Ba Vi,2025-10-12 00:00:00+07:00,25.607,94.0,1.835647,100.0,0.0
Ba Vi,2025-10-12 01:00:00+07:00,25.457,96.0,1.2979984,64.0,0.0
Ba Vi,2025-10-12 02:00:00+07:00,25.107,97.0,0.8049845,59.0,0.0
Ba Vi,2025-10-12 03:00:00+07:00,24.857,99.0,0.35999998,53.0,0.0
Ba Vi,2025-10-12 04:00:00+07:00,24.607,99.0,0.71999997,59.0,0.0
Ba Vi,2025-10-12 05:00:00+07:00,24.557,99.0,1.1384199,63.0,0.0
Ba Vi,2025-10-12 06:00:00+07:00,24.607,98.0,1.2979984,64.0,0.0
Ba Vi,2025-10-12 07:00:00+07:00,25.357,97.0,0.8049845,71.0,0.0
Ba Vi,2025-10-12 08:00:00+07:00,26.957,91.0,2.968636,62.0,0.0
Ba Vi,2025-10-12 09:00:00+07:00,28.257,83.0,4.3498964,62.0,0.0
Ba Vi,2025-10-12 10:00:00+07:00,29.457,77.0,5.0142193,62.0,0.0
Ba Vi,2025-10-12 11:00:00+07:00,30.357,70.0,5.4833565,55.0,0.0
Ba Vi,2025-10-12 12:00:00+07:00,31.157,66.0,6.28713,61.0,0.0
Ba Vi,2025-10-12 13:00:00+07:00,32.207,60.0,6.12,53.0,0.0
Ba Vi,2025-10-12 14:00:00+07:00,32.607,58.0,6.849467,44.0,0.0
Ba Vi,2025-10-12 15:00:00+07:00,32.607,57.0,7.928178,24.0,0.0
Ba Vi,2025-10-12 16:00:00+07:00,32.207,57.0,8.311245,55.0,0.0
Ba Vi,2025-10-12 17:00:00+07:00,31.107,64.0,8.759178,8.0,0.0
Ba Vi,2025-10-12 18:00:00+07:00,29.507,72.0,8.049845,7.0,0.0
Ba Vi,2025-10-12 19:00:00+07:00,28.707,79.0,5.6002855,27.0,0.0
Ba Vi,2025-10-12 20:00:00+07:00,28.057,82.0,5.1919937,27.0,0.0
Ba Vi,2025-10-12 21:00:00+07:00,27.557,85.0,4.6800003,14.0,0.0
Ba Vi,2025-10-12 22:00:00+07:00,27.157,86.0,4.5536795,8.0,0.0
Ba Vi,2025-10-12 23:00:00+07:00,26.807,87.0,3.8773184,21.0,0.0
Ba Vi,2025-10-13 00:00:00+07:00,26.357,89.0,3.396233,36.0,0.0
Ba Vi,2025-10-13 01:00:00+07:00,26.157,92.0,2.2768397,41.0,0.0
Ba Vi,2025-10-13 02:00:00+07:00,25.907,92.0,1.609969,30.0,0.0
Ba Vi,2025-10-13 03:00:00+07:00,25.657,93.0,2.0364676,10.0,0.0
Ba Vi,2025-10-13 04:00:00+07:00,25.257,95.0,2.0364676,10.0,0.0
Ba Vi,2025-10-13 05:00:00+07:00,25.107,96.0,1.609969,36.0,0.0
Ba Vi,2025-10-13 06:00:00+07:00,25.057,96.0,0.8049845,42.0,0.0
Ba Vi,2025-10-13 07:00:00+07:00,26.007,95.0,1.0182338,48.0,0.0
Ba Vi,2025-10-13 08:00:00+07:00,27.357,90.0,2.3051248,85.0,0.0
Ba Vi,2025-10-13 09:00:00+07:00,28.307,85.0,3.4152596,52.0,0.0
Ba Vi,2025-10-13 10:00:00+07:00,28.957,81.0,4.8433046,75.0,0.0
Ba Vi,2025-10-13 11:00:00+07:00,29.357,80.0,4.6800003,73.0,0.0
Ba Vi,2025-10-13 12:00:00+07:00,30.057,76.0,4.6938252,79.0,0.0
Ba Vi,2025-10-13 13:00:00+07:00,31.057,71.0,6.2145634,100.0,0.0
Ba Vi,2025-10-13 14:00:00+07:00,30.057,74.0,6.12,100.0,0.0
Ba Vi,2025-10-13 15:00:00+07:00,29.507,76.0,6.193674,100.0,0.0
Ba Vi,2025-10-13 16:00:00+07:00,29.057,79.0,7.145796,100.0,0.0
Ba Vi,2025-10-13 17:00:00+07:00,28.457,82.0,6.489992,100.0,0.0
